algo_id,run_id,status,objective,items,aisles,exec_time
simple_all,3,feasible,5.0,10,2,0.063
simple_all,2,feasible,5.0,10,2,0.072
simple_all,1,feasible,5.0,10,2,0.122
simple_all,4,feasible,5.0,10,2,0.051
simple_all,5,feasible,5.0,10,2,0.085
simple_all,8,feasible,5.0,10,2,0.073
simple_all,7,feasible,5.0,10,2,0.152
simple_all,9,feasible,5.0,10,2,0.098
simple_all,6,feasible,5.0,10,2,0.234
simple_all,10,feasible,5.0,10,2,0.058
simple_all,13,feasible,5.0,10,2,0.058
simple_all,15,feasible,5.0,10,2,0.063
simple_all,11,feasible,5.0,10,2,0.118
simple_all,16,feasible,5.0,10,2,0.064
simple_all,12,feasible,5.0,10,2,0.091
simple_all,14,feasible,5.0,10,2,0.092
simple_all,18,feasible,5.0,10,2,0.063
simple_all,17,feasible,5.0,10,2,0.071
simple_all,19,feasible,5.0,10,2,0.063
simple_all,21,feasible,5.0,10,2,0.056
simple_all,20,feasible,5.0,10,2,0.071
simple_all,22,feasible,5.0,10,2,0.082
simple_all,23,feasible,5.0,10,2,0.062
simple_all,26,feasible,5.0,10,2,0.07
simple_all,27,feasible,5.0,10,2,0.075
simple_all,28,feasible,5.0,10,2,0.066
simple_all,25,feasible,5.0,10,2,0.087
simple_all,24,feasible,5.0,10,2,0.123
simple_all,30,feasible,5.0,10,2,0.069
simple_all,29,feasible,5.0,10,2,0.096
