algo_id,run_id,status,objective,items,aisles,exec_time
ils,1,feasible,14.464912280701755,1649,114,11.36
ils,2,feasible,14.451612903225806,1792,124,11.165
ils,4,feasible,14.162962962962963,1912,135,10.818
ils,3,feasible,14.007142857142858,1961,140,11.053
ils_low_max_iters,2,feasible,13.97841726618705,1943,139,10.94
ils,5,feasible,14.330769230769231,1863,130,11.323
ils_low_max_iters,3,feasible,14.271317829457365,1841,129,11.182
ils_low_max_iters,1,feasible,14.295081967213115,1744,122,11.636
ils_low_max_iters,4,feasible,14.277777777777779,1799,126,11.061
ils_low_max_iters,5,feasible,14.319672131147541,1747,122,10.737
