algo_id,run_id,seed,status,objective,items,aisles,exec_time
gvns_10000_0.1265_0.09_4,1,17420,feasible,814.125,6513,8,606.879
gvns_10000_0.1265_0.09_4,2,31820,feasible,815.75,6526,8,608.605
