algo_id,run_id,seed,status,objective,items,aisles,exec_time
gvns_10000_0.1265_0.09_4,2,91740,feasible,422.4,4224,10,602.787
gvns_10000_0.1265_0.09_4,1,81542,feasible,422.2,4222,10,603.506
