Dataset,Instancia,Algoritmo,Runs,Gap media + DP,Tempo media + DP
a,instance_0008,simple_diff_weighted_multi_bigger,5,0.8709 +- 0.0000,0.0870 +- 0.0264
a,instance_0008,simple_diff_weighted_multi_most_shared,5,0.8690 +- 0.0000,0.0926 +- 0.0195
a,instance_0008,simple_diff_weighted_multi_random,5,0.8693 +- 0.0009,0.0774 +- 0.0114
a,instance_0008,simple_diff_weighted_multi_smaller,5,0.8690 +- 0.0000,0.1050 +- 0.0341
a,instance_0008,simple_diff_weighted_simple_bigger,5,0.8737 +- 0.0000,0.2516 +- 0.0774
a,instance_0008,simple_diff_weighted_simple_most_shared,5,0.8709 +- 0.0000,0.2347 +- 0.0383
a,instance_0008,simple_diff_weighted_simple_random,5,0.8715 +- 0.0009,0.2124 +- 0.0342
a,instance_0008,simple_diff_weighted_simple_smaller,5,0.8709 +- 0.0000,0.2298 +- 0.0272
a,instance_0008,simple_random_multi,5,0.8695 +- 0.0026,0.0824 +- 0.0081
a,instance_0008,simple_random_simple,5,0.8726 +- 0.0026,0.2186 +- 0.0347
a,instance_0008,simple_similar_multi_bigger,5,0.8690 +- 0.0000,0.0808 +- 0.0112
a,instance_0008,simple_similar_multi_most_shared,5,0.8699 +- 0.0000,0.0988 +- 0.0240
a,instance_0008,simple_similar_multi_random,5,0.8694 +- 0.0005,0.0792 +- 0.0075
a,instance_0008,simple_similar_multi_smaller,5,0.8690 +- 0.0000,0.0952 +- 0.0235
a,instance_0008,simple_similar_simple_bigger,5,0.8709 +- 0.0000,0.2926 +- 0.0439
a,instance_0008,simple_similar_simple_most_shared,5,0.8718 +- 0.0000,0.2322 +- 0.0499
a,instance_0008,simple_similar_simple_random,5,0.8715 +- 0.0008,0.2530 +- 0.0638
a,instance_0008,simple_similar_simple_smaller,5,0.8709 +- 0.0000,0.2408 +- 0.0399
a,instance_0008,simple_similar_weighted_multi_bigger,5,0.8690 +- 0.0000,0.0851 +- 0.0176
a,instance_0008,simple_similar_weighted_multi_most_shared,5,0.8699 +- 0.0000,0.0877 +- 0.0183
a,instance_0008,simple_similar_weighted_multi_random,5,0.8694 +- 0.0005,0.0983 +- 0.0201
a,instance_0008,simple_similar_weighted_multi_smaller,5,0.8690 +- 0.0000,0.0842 +- 0.0144
a,instance_0008,simple_similar_weighted_simple_bigger,5,0.8709 +- 0.0000,0.2118 +- 0.0408
a,instance_0008,simple_similar_weighted_simple_most_shared,5,0.8718 +- 0.0000,0.2554 +- 0.0673
a,instance_0008,simple_similar_weighted_simple_random,5,0.8715 +- 0.0008,0.2268 +- 0.0520
a,instance_0008,simple_similar_weighted_simple_smaller,5,0.8709 +- 0.0000,0.2144 +- 0.0334
a,instance_0009,simple_asc_multi,5,0.5588 +- 0.0000,0.0034 +- 0.0024
a,instance_0009,simple_asc_simple,5,0.5998 +- 0.0000,0.0100 +- 0.0031
a,instance_0009,simple_desc_multi,5,0.3072 +- 0.0000,0.0036 +- 0.0016
a,instance_0009,simple_desc_simple,5,0.3464 +- 0.0000,0.0051 +- 0.0005
a,instance_0009,simple_diff_multi_bigger,5,0.4358 +- 0.0000,0.0027 +- 0.0009
a,instance_0009,simple_diff_multi_most_shared,5,0.4264 +- 0.0000,0.0029 +- 0.0010
a,instance_0009,simple_diff_multi_random,5,0.4236 +- 0.0184,0.0027 +- 0.0008
a,instance_0009,simple_diff_multi_smaller,5,0.4066 +- 0.0000,0.0022 +- 0.0004
a,instance_0009,simple_diff_simple_bigger,5,0.4939 +- 0.0000,0.0085 +- 0.0031
a,instance_0009,simple_diff_simple_most_shared,5,0.4786 +- 0.0000,0.0083 +- 0.0024
a,instance_0009,simple_diff_simple_random,5,0.5064 +- 0.0055,0.0098 +- 0.0048
a,instance_0009,simple_diff_simple_smaller,5,0.5012 +- 0.0000,0.0098 +- 0.0042
a,instance_0009,simple_diff_weighted_multi_bigger,5,0.4358 +- 0.0000,0.0030 +- 0.0017
a,instance_0009,simple_diff_weighted_multi_most_shared,5,0.4264 +- 0.0000,0.0028 +- 0.0014
a,instance_0009,simple_diff_weighted_multi_random,5,0.4236 +- 0.0184,0.0033 +- 0.0024
a,instance_0009,simple_diff_weighted_multi_smaller,5,0.4066 +- 0.0000,0.0030 +- 0.0018
a,instance_0009,simple_diff_weighted_simple_bigger,5,0.4939 +- 0.0000,0.0074 +- 0.0019
a,instance_0009,simple_diff_weighted_simple_most_shared,5,0.4786 +- 0.0000,0.0105 +- 0.0037
a,instance_0009,simple_diff_weighted_simple_random,5,0.5064 +- 0.0055,0.0117 +- 0.0048
a,instance_0009,simple_diff_weighted_simple_smaller,5,0.5012 +- 0.0000,0.0091 +- 0.0048
a,instance_0009,simple_random_multi,5,0.4666 +- 0.0477,0.0021 +- 0.0006
a,instance_0009,simple_random_simple,5,0.5308 +- 0.0357,0.0107 +- 0.0022
a,instance_0009,simple_similar_multi_bigger,5,0.4413 +- 0.0000,0.0022 +- 0.0005
a,instance_0009,simple_similar_multi_most_shared,5,0.4066 +- 0.0000,0.0027 +- 0.0011
a,instance_0009,simple_similar_multi_random,5,0.4276 +- 0.0145,0.0037 +- 0.0015
a,instance_0009,simple_similar_multi_smaller,5,0.4129 +- 0.0000,0.0023 +- 0.0008
a,instance_0009,simple_similar_simple_bigger,5,0.5051 +- 0.0000,0.0098 +- 0.0025
a,instance_0009,simple_similar_simple_most_shared,5,0.5012 +- 0.0000,0.0080 +- 0.0026
a,instance_0009,simple_similar_simple_random,5,0.4989 +- 0.0152,0.0111 +- 0.0044
a,instance_0009,simple_similar_simple_smaller,5,0.4906 +- 0.0000,0.0108 +- 0.0062
a,instance_0009,simple_similar_weighted_multi_bigger,5,0.4413 +- 0.0000,0.0025 +- 0.0007
a,instance_0009,simple_similar_weighted_multi_most_shared,5,0.4066 +- 0.0000,0.0024 +- 0.0007
a,instance_0009,simple_similar_weighted_multi_random,5,0.4276 +- 0.0145,0.0025 +- 0.0018
a,instance_0009,simple_similar_weighted_multi_smaller,5,0.4129 +- 0.0000,0.0021 +- 0.0005
a,instance_0009,simple_similar_weighted_simple_bigger,5,0.5051 +- 0.0000,0.0077 +- 0.0016
a,instance_0009,simple_similar_weighted_simple_most_shared,5,0.5012 +- 0.0000,0.0088 +- 0.0025
a,instance_0009,simple_similar_weighted_simple_random,5,0.4989 +- 0.0152,0.0097 +- 0.0031
a,instance_0009,simple_similar_weighted_simple_smaller,5,0.4906 +- 0.0000,0.0076 +- 0.0017
a,instance_0010,simple_asc_multi,5,0.6646 +- 0.0000,0.1598 +- 0.0206
a,instance_0010,simple_asc_simple,5,0.6793 +- 0.0000,0.4041 +- 0.0636
a,instance_0010,simple_desc_multi,5,0.6395 +- 0.0000,0.1661 +- 0.0674
a,instance_0010,simple_desc_simple,5,0.6599 +- 0.0000,0.2926 +- 0.0561
a,instance_0010,simple_diff_multi_bigger,5,0.6482 +- 0.0000,0.1456 +- 0.0251
a,instance_0010,simple_diff_multi_most_shared,5,0.6484 +- 0.0000,0.1523 +- 0.0182
a,instance_0010,simple_diff_multi_random,5,0.6475 +- 0.0011,0.1451 +- 0.0372
a,instance_0010,simple_diff_multi_smaller,5,0.6457 +- 0.0000,0.1481 +- 0.0212
a,instance_0010,simple_diff_simple_bigger,5,0.6687 +- 0.0000,0.3444 +- 0.0409
a,instance_0010,simple_diff_simple_most_shared,5,0.6678 +- 0.0000,0.3561 +- 0.0517
a,instance_0010,simple_diff_simple_random,5,0.6685 +- 0.0009,0.4044 +- 0.0386
a,instance_0010,simple_diff_simple_smaller,5,0.6666 +- 0.0000,0.3799 +- 0.0518
a,instance_0010,simple_diff_weighted_multi_bigger,5,0.6482 +- 0.0000,0.1509 +- 0.0308
a,instance_0010,simple_diff_weighted_multi_most_shared,5,0.6484 +- 0.0000,0.1496 +- 0.0210
a,instance_0010,simple_diff_weighted_multi_random,5,0.6475 +- 0.0011,0.1755 +- 0.0254
a,instance_0010,simple_diff_weighted_multi_smaller,5,0.6457 +- 0.0000,0.1481 +- 0.0314
a,instance_0010,simple_diff_weighted_simple_bigger,5,0.6687 +- 0.0000,0.3527 +- 0.0644
a,instance_0010,simple_diff_weighted_simple_most_shared,5,0.6678 +- 0.0000,0.3966 +- 0.0299
a,instance_0010,simple_diff_weighted_simple_random,5,0.6685 +- 0.0009,0.3446 +- 0.0951
a,instance_0010,simple_diff_weighted_simple_smaller,5,0.6666 +- 0.0000,0.3144 +- 0.0500
a,instance_0010,simple_random_multi,5,0.6559 +- 0.0070,0.1549 +- 0.0254
a,instance_0010,simple_random_simple,5,0.6717 +- 0.0043,0.3375 +- 0.0420
a,instance_0010,simple_similar_multi_bigger,5,0.6447 +- 0.0000,0.1338 +- 0.0254
a,instance_0010,simple_similar_multi_most_shared,5,0.6484 +- 0.0000,0.1587 +- 0.0299
a,instance_0010,simple_similar_multi_random,5,0.6472 +- 0.0013,0.1490 +- 0.0338
a,instance_0010,simple_similar_multi_smaller,5,0.6457 +- 0.0000,0.1465 +- 0.0142
a,instance_0010,simple_similar_simple_bigger,5,0.6689 +- 0.0000,0.3438 +- 0.0262
a,instance_0010,simple_similar_simple_most_shared,5,0.6689 +- 0.0000,0.3374 +- 0.0400
a,instance_0010,simple_similar_simple_random,5,0.6681 +- 0.0009,0.3060 +- 0.0343
a,instance_0010,simple_similar_simple_smaller,5,0.6666 +- 0.0000,0.3985 +- 0.0406
a,instance_0010,simple_similar_weighted_multi_bigger,5,0.6447 +- 0.0000,0.1571 +- 0.0322
a,instance_0010,simple_similar_weighted_multi_most_shared,5,0.6484 +- 0.0000,0.1629 +- 0.0176
a,instance_0010,simple_similar_weighted_multi_random,5,0.6472 +- 0.0013,0.1654 +- 0.0270
a,instance_0010,simple_similar_weighted_multi_smaller,5,0.6457 +- 0.0000,0.1464 +- 0.0323
a,instance_0010,simple_similar_weighted_simple_bigger,5,0.6689 +- 0.0000,0.3054 +- 0.0301
a,instance_0010,simple_similar_weighted_simple_most_shared,5,0.6689 +- 0.0000,0.3342 +- 0.0311
a,instance_0010,simple_similar_weighted_simple_random,5,0.6681 +- 0.0009,0.3391 +- 0.0396
a,instance_0010,simple_similar_weighted_simple_smaller,5,0.6666 +- 0.0000,0.3731 +- 0.0574
a,instance_0011,simple_asc_multi,5,0.5933 +- 0.0000,0.1320 +- 0.0302
a,instance_0011,simple_asc_simple,5,0.6165 +- 0.0000,0.3967 +- 0.0509
a,instance_0011,simple_desc_multi,5,0.5650 +- 0.0000,0.1096 +- 0.0246
a,instance_0011,simple_desc_simple,5,0.5927 +- 0.0000,0.3160 +- 0.0392
a,instance_0011,simple_diff_multi_bigger,5,0.5902 +- 0.0000,0.1117 +- 0.0127
a,instance_0011,simple_diff_multi_most_shared,5,0.5872 +- 0.0000,0.1289 +- 0.0138
a,instance_0011,simple_diff_multi_random,5,0.5886 +- 0.0013,0.1550 +- 0.0299
a,instance_0011,simple_diff_multi_smaller,5,0.5872 +- 0.0000,0.1301 +- 0.0275
a,instance_0011,simple_diff_simple_bigger,5,0.6087 +- 0.0000,0.3396 +- 0.0655
a,instance_0011,simple_diff_simple_most_shared,5,0.6085 +- 0.0000,0.3875 +- 0.0777
a,instance_0011,simple_diff_simple_random,5,0.6098 +- 0.0009,0.3850 +- 0.0725
a,instance_0011,simple_diff_simple_smaller,5,0.6085 +- 0.0000,0.3673 +- 0.0446
a,instance_0011,simple_diff_weighted_multi_bigger,5,0.5902 +- 0.0000,0.1217 +- 0.0202
a,instance_0011,simple_diff_weighted_multi_most_shared,5,0.5872 +- 0.0000,0.1366 +- 0.0258
a,instance_0011,simple_diff_weighted_multi_random,5,0.5886 +- 0.0013,0.1155 +- 0.0200
a,instance_0011,simple_diff_weighted_multi_smaller,5,0.5872 +- 0.0000,0.1201 +- 0.0193
a,instance_0011,simple_diff_weighted_simple_bigger,5,0.6087 +- 0.0000,0.3855 +- 0.0673
a,instance_0011,simple_diff_weighted_simple_most_shared,5,0.6085 +- 0.0000,0.3505 +- 0.0560
a,instance_0011,simple_diff_weighted_simple_random,5,0.6098 +- 0.0009,0.3764 +- 0.0887
a,instance_0011,simple_diff_weighted_simple_smaller,5,0.6085 +- 0.0000,0.3967 +- 0.1024
a,instance_0011,simple_random_multi,5,0.5908 +- 0.0052,0.1488 +- 0.0110
a,instance_0011,simple_random_simple,5,0.6171 +- 0.0073,0.3182 +- 0.0437
a,instance_0011,simple_similar_multi_bigger,5,0.5886 +- 0.0000,0.1227 +- 0.0185
a,instance_0011,simple_similar_multi_most_shared,5,0.5872 +- 0.0000,0.1245 +- 0.0140
a,instance_0011,simple_similar_multi_random,5,0.5875 +- 0.0006,0.1238 +- 0.0261
a,instance_0011,simple_similar_multi_smaller,5,0.5886 +- 0.0000,0.1331 +- 0.0265
a,instance_0011,simple_similar_simple_bigger,5,0.6110 +- 0.0000,0.3414 +- 0.0586
a,instance_0011,simple_similar_simple_most_shared,5,0.6110 +- 0.0000,0.3816 +- 0.0581
a,instance_0011,simple_similar_simple_random,5,0.6090 +- 0.0007,0.3973 +- 0.0648
a,instance_0011,simple_similar_simple_smaller,5,0.6110 +- 0.0000,0.3476 +- 0.0850
a,instance_0011,simple_similar_weighted_multi_bigger,5,0.5886 +- 0.0000,0.1523 +- 0.0188
a,instance_0011,simple_similar_weighted_multi_most_shared,5,0.5872 +- 0.0000,0.1156 +- 0.0096
a,instance_0011,simple_similar_weighted_multi_random,5,0.5875 +- 0.0006,0.1263 +- 0.0238
a,instance_0011,simple_similar_weighted_multi_smaller,5,0.5886 +- 0.0000,0.1190 +- 0.0114
a,instance_0011,simple_similar_weighted_simple_bigger,5,0.6110 +- 0.0000,0.3807 +- 0.1058
a,instance_0011,simple_similar_weighted_simple_most_shared,5,0.6110 +- 0.0000,0.3855 +- 0.0290
a,instance_0011,simple_similar_weighted_simple_random,5,0.6090 +- 0.0007,0.3719 +- 0.0562
a,instance_0011,simple_similar_weighted_simple_smaller,5,0.6110 +- 0.0000,0.4342 +- 0.1108
a,instance_0012,simple_asc_multi,5,0.8115 +- 0.0000,0.0068 +- 0.0027
a,instance_0012,simple_asc_simple,5,0.8451 +- 0.0000,0.0130 +- 0.0025
a,instance_0012,simple_desc_multi,5,0.6789 +- 0.0000,0.0048 +- 0.0029
a,instance_0012,simple_desc_simple,5,0.6974 +- 0.0000,0.0087 +- 0.0043
a,instance_0012,simple_diff_multi_bigger,5,0.7983 +- 0.0000,0.0063 +- 0.0019
a,instance_0012,simple_diff_multi_most_shared,5,0.7983 +- 0.0000,0.0064 +- 0.0030
a,instance_0012,simple_diff_multi_random,5,0.7978 +- 0.0012,0.0075 +- 0.0053
a,instance_0012,simple_diff_multi_smaller,5,0.7983 +- 0.0000,0.0070 +- 0.0049
a,instance_0012,simple_diff_simple_bigger,5,0.8104 +- 0.0000,0.0126 +- 0.0054
a,instance_0012,simple_diff_simple_most_shared,5,0.8104 +- 0.0000,0.0137 +- 0.0044
a,instance_0012,simple_diff_simple_random,5,0.8109 +- 0.0010,0.0114 +- 0.0016
a,instance_0012,simple_diff_simple_smaller,5,0.8104 +- 0.0000,0.0137 +- 0.0045
a,instance_0012,simple_diff_weighted_multi_bigger,5,0.7983 +- 0.0000,0.0072 +- 0.0037
a,instance_0012,simple_diff_weighted_multi_most_shared,5,0.7983 +- 0.0000,0.0064 +- 0.0023
a,instance_0012,simple_diff_weighted_multi_random,5,0.7978 +- 0.0012,0.0072 +- 0.0015
a,instance_0012,simple_diff_weighted_multi_smaller,5,0.7983 +- 0.0000,0.0051 +- 0.0015
a,instance_0012,simple_diff_weighted_simple_bigger,5,0.8104 +- 0.0000,0.0117 +- 0.0024
a,instance_0012,simple_diff_weighted_simple_most_shared,5,0.8104 +- 0.0000,0.0139 +- 0.0054
a,instance_0012,simple_diff_weighted_simple_random,5,0.8109 +- 0.0010,0.0140 +- 0.0051
a,instance_0012,simple_diff_weighted_simple_smaller,5,0.8104 +- 0.0000,0.0127 +- 0.0033
a,instance_0012,simple_random_multi,5,0.7875 +- 0.0101,0.0046 +- 0.0008
a,instance_0012,simple_random_simple,5,0.8108 +- 0.0046,0.0120 +- 0.0037
a,instance_0012,simple_similar_multi_bigger,5,0.7752 +- 0.0000,0.0052 +- 0.0020
a,instance_0012,simple_similar_multi_most_shared,5,0.7733 +- 0.0000,0.0048 +- 0.0021
a,instance_0012,simple_similar_multi_random,5,0.7925 +- 0.0069,0.0050 +- 0.0014
a,instance_0012,simple_similar_multi_smaller,5,0.7784 +- 0.0000,0.0063 +- 0.0017
a,instance_0012,simple_similar_simple_bigger,5,0.7874 +- 0.0000,0.0133 +- 0.0028
a,instance_0012,simple_similar_simple_most_shared,5,0.7994 +- 0.0000,0.0149 +- 0.0043
a,instance_0012,simple_similar_simple_random,5,0.8086 +- 0.0078,0.0129 +- 0.0040
a,instance_0012,simple_similar_simple_smaller,5,0.7930 +- 0.0000,0.0127 +- 0.0032
a,instance_0012,simple_similar_weighted_multi_bigger,5,0.7752 +- 0.0000,0.0041 +- 0.0011
a,instance_0012,simple_similar_weighted_multi_most_shared,5,0.7733 +- 0.0000,0.0043 +- 0.0014
a,instance_0012,simple_similar_weighted_multi_random,5,0.7925 +- 0.0069,0.0057 +- 0.0021
a,instance_0012,simple_similar_weighted_multi_smaller,5,0.7784 +- 0.0000,0.0039 +- 0.0008
a,instance_0012,simple_similar_weighted_simple_bigger,5,0.7874 +- 0.0000,0.0150 +- 0.0032
a,instance_0012,simple_similar_weighted_simple_most_shared,5,0.7994 +- 0.0000,0.0107 +- 0.0028
a,instance_0012,simple_similar_weighted_simple_random,5,0.8086 +- 0.0078,0.0135 +- 0.0049
a,instance_0012,simple_similar_weighted_simple_smaller,5,0.7930 +- 0.0000,0.0135 +- 0.0036
a,instance_0013,simple_asc_multi,5,0.8921 +- 0.0000,0.4144 +- 0.0665
a,instance_0013,simple_asc_simple,5,0.8924 +- 0.0000,1.2061 +- 0.1349
a,instance_0013,simple_desc_multi,5,0.8909 +- 0.0000,0.3689 +- 0.0387
a,instance_0013,simple_desc_simple,5,0.8915 +- 0.0000,0.8349 +- 0.1000
a,instance_0013,simple_diff_multi_bigger,5,0.8921 +- 0.0000,0.3699 +- 0.0436
a,instance_0013,simple_diff_multi_most_shared,5,0.8921 +- 0.0000,0.3805 +- 0.0565
a,instance_0013,simple_diff_multi_random,5,0.8921 +- 0.0000,0.3493 +- 0.0702
a,instance_0013,simple_diff_multi_smaller,5,0.8921 +- 0.0000,0.3879 +- 0.0682
a,instance_0013,simple_diff_simple_bigger,5,0.8936 +- 0.0000,1.0365 +- 0.0717
a,instance_0013,simple_diff_simple_most_shared,5,0.8936 +- 0.0000,1.0527 +- 0.0730
a,instance_0013,simple_diff_simple_random,5,0.8936 +- 0.0000,1.1153 +- 0.1187
a,instance_0013,simple_diff_simple_smaller,5,0.8936 +- 0.0000,1.0793 +- 0.1177
a,instance_0013,simple_diff_weighted_multi_bigger,5,0.8921 +- 0.0000,0.3679 +- 0.0422
a,instance_0013,simple_diff_weighted_multi_most_shared,5,0.8921 +- 0.0000,0.3596 +- 0.0817
a,instance_0013,simple_diff_weighted_multi_random,5,0.8921 +- 0.0000,0.3755 +- 0.0840
a,instance_0013,simple_diff_weighted_multi_smaller,5,0.8921 +- 0.0000,0.3127 +- 0.0316
a,instance_0013,simple_diff_weighted_simple_bigger,5,0.8936 +- 0.0000,1.1919 +- 0.1529
a,instance_0013,simple_diff_weighted_simple_most_shared,5,0.8936 +- 0.0000,1.0195 +- 0.1583
a,instance_0013,simple_diff_weighted_simple_random,5,0.8936 +- 0.0000,1.0650 +- 0.1037
a,instance_0013,simple_diff_weighted_simple_smaller,5,0.8936 +- 0.0000,1.0882 +- 0.0263
a,instance_0013,simple_random_multi,5,0.8932 +- 0.0010,0.3820 +- 0.0451
a,instance_0013,simple_random_simple,5,0.8944 +- 0.0011,1.0571 +- 0.1721
a,instance_0013,simple_similar_multi_bigger,5,0.8921 +- 0.0000,0.3709 +- 0.0197
a,instance_0013,simple_similar_multi_most_shared,5,0.8921 +- 0.0000,0.3922 +- 0.0411
a,instance_0013,simple_similar_multi_random,5,0.8921 +- 0.0000,0.3969 +- 0.1325
a,instance_0013,simple_similar_multi_smaller,5,0.8921 +- 0.0000,0.4020 +- 0.0772
a,instance_0013,simple_similar_simple_bigger,5,0.8936 +- 0.0000,1.1236 +- 0.1574
a,instance_0013,simple_similar_simple_most_shared,5,0.8936 +- 0.0000,1.2109 +- 0.2078
a,instance_0013,simple_similar_simple_random,5,0.8936 +- 0.0000,1.0274 +- 0.0985
a,instance_0013,simple_similar_simple_smaller,5,0.8936 +- 0.0000,1.0751 +- 0.0831
a,instance_0013,simple_similar_weighted_multi_bigger,5,0.8921 +- 0.0000,0.3879 +- 0.0566
a,instance_0013,simple_similar_weighted_multi_most_shared,5,0.8921 +- 0.0000,0.4012 +- 0.0698
a,instance_0013,simple_similar_weighted_multi_random,5,0.8921 +- 0.0000,0.3911 +- 0.0846
a,instance_0013,simple_similar_weighted_multi_smaller,5,0.8921 +- 0.0000,0.3517 +- 0.0550
a,instance_0013,simple_similar_weighted_simple_bigger,5,0.8936 +- 0.0000,1.0247 +- 0.0814
a,instance_0013,simple_similar_weighted_simple_most_shared,5,0.8936 +- 0.0000,1.0744 +- 0.0587
a,instance_0013,simple_similar_weighted_simple_random,5,0.8936 +- 0.0000,1.1062 +- 0.1964
a,instance_0013,simple_similar_weighted_simple_smaller,5,0.8936 +- 0.0000,1.1048 +- 0.2342
a,instance_0014,simple_asc_multi,5,0.8879 +- 0.0000,0.5395 +- 0.0680
a,instance_0014,simple_asc_simple,5,0.8885 +- 0.0000,2.3860 +- 0.1960
a,instance_0014,simple_desc_multi,5,0.8876 +- 0.0000,0.5016 +- 0.0510
a,instance_0014,simple_desc_simple,5,0.8885 +- 0.0000,1.6263 +- 0.1908
a,instance_0014,simple_diff_multi_bigger,5,0.8876 +- 0.0000,0.5899 +- 0.1138
a,instance_0014,simple_diff_multi_most_shared,5,0.8876 +- 0.0000,0.6003 +- 0.0633
a,instance_0014,simple_diff_multi_random,5,0.8876 +- 0.0000,0.5684 +- 0.0079
a,instance_0014,simple_diff_multi_smaller,5,0.8876 +- 0.0000,0.5961 +- 0.0758
a,instance_0014,simple_diff_simple_bigger,5,0.8885 +- 0.0000,1.8202 +- 0.1165
a,instance_0014,simple_diff_simple_most_shared,5,0.8885 +- 0.0000,1.9288 +- 0.1340
a,instance_0014,simple_diff_simple_random,5,0.8885 +- 0.0000,1.9514 +- 0.1460
a,instance_0014,simple_diff_simple_smaller,5,0.8885 +- 0.0000,2.0376 +- 0.1900
a,instance_0014,simple_diff_weighted_multi_bigger,5,0.8876 +- 0.0000,0.5454 +- 0.0532
a,instance_0014,simple_diff_weighted_multi_most_shared,5,0.8876 +- 0.0000,0.5761 +- 0.0759
a,instance_0014,simple_diff_weighted_multi_random,5,0.8876 +- 0.0000,0.5356 +- 0.0830
a,instance_0014,simple_diff_weighted_multi_smaller,5,0.8876 +- 0.0000,0.5472 +- 0.0969
a,instance_0014,simple_diff_weighted_simple_bigger,5,0.8885 +- 0.0000,1.9129 +- 0.1704
a,instance_0014,simple_diff_weighted_simple_most_shared,5,0.8885 +- 0.0000,1.9100 +- 0.1604
a,instance_0014,simple_diff_weighted_simple_random,5,0.8885 +- 0.0000,1.9934 +- 0.2184
a,instance_0014,simple_diff_weighted_simple_smaller,5,0.8885 +- 0.0000,1.8508 +- 0.1462
a,instance_0014,simple_random_multi,5,0.8869 +- 0.0007,0.5849 +- 0.1130
a,instance_0014,simple_random_simple,5,0.8878 +- 0.0009,1.9201 +- 0.2431
a,instance_0014,simple_similar_multi_bigger,5,0.8876 +- 0.0000,0.5696 +- 0.0666
a,instance_0014,simple_similar_multi_most_shared,5,0.8876 +- 0.0000,0.6700 +- 0.1425
a,instance_0014,simple_similar_multi_random,5,0.8876 +- 0.0000,0.6197 +- 0.1017
a,instance_0014,simple_similar_multi_smaller,5,0.8876 +- 0.0000,0.5744 +- 0.0858
a,instance_0014,simple_similar_simple_bigger,5,0.8885 +- 0.0000,2.0532 +- 0.1509
a,instance_0014,simple_similar_simple_most_shared,5,0.8885 +- 0.0000,1.9042 +- 0.1311
a,instance_0014,simple_similar_simple_random,5,0.8885 +- 0.0000,1.9395 +- 0.1457
a,instance_0014,simple_similar_simple_smaller,5,0.8885 +- 0.0000,1.9256 +- 0.2317
a,instance_0014,simple_similar_weighted_multi_bigger,5,0.8876 +- 0.0000,0.6831 +- 0.1235
a,instance_0014,simple_similar_weighted_multi_most_shared,5,0.8876 +- 0.0000,0.6519 +- 0.1046
a,instance_0014,simple_similar_weighted_multi_random,5,0.8876 +- 0.0000,0.5251 +- 0.0631
a,instance_0014,simple_similar_weighted_multi_smaller,5,0.8876 +- 0.0000,0.5686 +- 0.0796
a,instance_0014,simple_similar_weighted_simple_bigger,5,0.8885 +- 0.0000,1.9359 +- 0.1593
a,instance_0014,simple_similar_weighted_simple_most_shared,5,0.8885 +- 0.0000,1.8259 +- 0.2566
a,instance_0014,simple_similar_weighted_simple_random,5,0.8885 +- 0.0000,1.9787 +- 0.1845
a,instance_0014,simple_similar_weighted_simple_smaller,5,0.8885 +- 0.0000,1.9909 +- 0.1598
a,instance_0015,simple_asc_multi,5,0.9278 +- 0.0000,0.3205 +- 0.0797
a,instance_0015,simple_asc_simple,5,0.9304 +- 0.0000,0.9518 +- 0.1444
a,instance_0015,simple_desc_multi,5,0.9280 +- 0.0000,0.2610 +- 0.0118
a,instance_0015,simple_desc_simple,5,0.9302 +- 0.0000,0.5726 +- 0.0784
a,instance_0015,simple_diff_multi_bigger,5,0.9275 +- 0.0000,0.3433 +- 0.0491
a,instance_0015,simple_diff_multi_most_shared,5,0.9282 +- 0.0000,0.3244 +- 0.0466
a,instance_0015,simple_diff_multi_random,5,0.9282 +- 0.0000,0.3269 +- 0.0150
a,instance_0015,simple_diff_multi_smaller,5,0.9282 +- 0.0000,0.2914 +- 0.0393
a,instance_0015,simple_diff_simple_bigger,5,0.9310 +- 0.0000,0.7445 +- 0.0748
a,instance_0015,simple_diff_simple_most_shared,5,0.9308 +- 0.0000,0.8504 +- 0.1288
a,instance_0015,simple_diff_simple_random,5,0.9308 +- 0.0000,0.8640 +- 0.1757
a,instance_0015,simple_diff_simple_smaller,5,0.9308 +- 0.0000,0.8465 +- 0.1377
a,instance_0015,simple_diff_weighted_multi_bigger,5,0.9275 +- 0.0000,0.3349 +- 0.0953
a,instance_0015,simple_diff_weighted_multi_most_shared,5,0.9282 +- 0.0000,0.2962 +- 0.0444
a,instance_0015,simple_diff_weighted_multi_random,5,0.9282 +- 0.0000,0.3063 +- 0.0516
a,instance_0015,simple_diff_weighted_multi_smaller,5,0.9282 +- 0.0000,0.2870 +- 0.0240
a,instance_0015,simple_diff_weighted_simple_bigger,5,0.9310 +- 0.0000,0.7414 +- 0.0836
a,instance_0015,simple_diff_weighted_simple_most_shared,5,0.9308 +- 0.0000,0.8889 +- 0.0597
a,instance_0015,simple_diff_weighted_simple_random,5,0.9308 +- 0.0000,0.8515 +- 0.0822
a,instance_0015,simple_diff_weighted_simple_smaller,5,0.9308 +- 0.0000,0.8045 +- 0.1127
a,instance_0015,simple_random_multi,5,0.9282 +- 0.0014,0.3204 +- 0.0708
a,instance_0015,simple_random_simple,5,0.9302 +- 0.0009,0.8152 +- 0.1259
a,instance_0015,simple_similar_multi_bigger,5,0.9282 +- 0.0000,0.3252 +- 0.0412
a,instance_0015,simple_similar_multi_most_shared,5,0.9282 +- 0.0000,0.3220 +- 0.0459
a,instance_0015,simple_similar_multi_random,5,0.9282 +- 0.0000,0.3075 +- 0.0776
a,instance_0015,simple_similar_multi_smaller,5,0.9282 +- 0.0000,0.2911 +- 0.0481
