Dataset,Instancia,Algoritmo,Runs,Gap media + DP,Tempo media + DP
a,instance_0015,simple_similar_simple_bigger,5,0.9308 +- 0.0000,0.7689 +- 0.1007
a,instance_0015,simple_similar_simple_most_shared,5,0.9308 +- 0.0000,0.7974 +- 0.0649
a,instance_0015,simple_similar_simple_random,5,0.9308 +- 0.0000,0.8773 +- 0.0656
a,instance_0015,simple_similar_simple_smaller,5,0.9308 +- 0.0000,0.8380 +- 0.0702
a,instance_0015,simple_similar_weighted_multi_bigger,5,0.9282 +- 0.0000,0.3158 +- 0.0376
a,instance_0015,simple_similar_weighted_multi_most_shared,5,0.9282 +- 0.0000,0.3191 +- 0.0602
a,instance_0015,simple_similar_weighted_multi_random,5,0.9282 +- 0.0000,0.3240 +- 0.0701
a,instance_0015,simple_similar_weighted_multi_smaller,5,0.9282 +- 0.0000,0.2937 +- 0.0808
a,instance_0015,simple_similar_weighted_simple_bigger,5,0.9308 +- 0.0000,0.7583 +- 0.1050
a,instance_0015,simple_similar_weighted_simple_most_shared,5,0.9308 +- 0.0000,0.7681 +- 0.0864
a,instance_0015,simple_similar_weighted_simple_random,5,0.9308 +- 0.0000,0.9470 +- 0.1583
a,instance_0015,simple_similar_weighted_simple_smaller,5,0.9308 +- 0.0000,0.8702 +- 0.1127
a,instance_0016,simple_asc_multi,5,0.8863 +- 0.0000,0.0150 +- 0.0051
a,instance_0016,simple_asc_simple,5,0.8909 +- 0.0000,0.0428 +- 0.0060
a,instance_0016,simple_desc_multi,5,0.8863 +- 0.0000,0.0091 +- 0.0041
a,instance_0016,simple_desc_simple,5,0.8909 +- 0.0000,0.0351 +- 0.0091
a,instance_0016,simple_diff_multi_bigger,5,0.8863 +- 0.0000,0.0114 +- 0.0077
a,instance_0016,simple_diff_multi_most_shared,5,0.8879 +- 0.0000,0.0098 +- 0.0051
a,instance_0016,simple_diff_multi_random,5,0.8863 +- 0.0000,0.0098 +- 0.0021
a,instance_0016,simple_diff_multi_smaller,5,0.8863 +- 0.0000,0.0083 +- 0.0023
a,instance_0016,simple_diff_simple_bigger,5,0.8909 +- 0.0000,0.0431 +- 0.0082
a,instance_0016,simple_diff_simple_most_shared,5,0.8924 +- 0.0000,0.0384 +- 0.0097
a,instance_0016,simple_diff_simple_random,5,0.8909 +- 0.0000,0.0392 +- 0.0089
a,instance_0016,simple_diff_simple_smaller,5,0.8909 +- 0.0000,0.0354 +- 0.0082
a,instance_0016,simple_diff_weighted_multi_bigger,5,0.8863 +- 0.0000,0.0096 +- 0.0045
a,instance_0016,simple_diff_weighted_multi_most_shared,5,0.8879 +- 0.0000,0.0095 +- 0.0039
a,instance_0016,simple_diff_weighted_multi_random,5,0.8863 +- 0.0000,0.0114 +- 0.0058
a,instance_0016,simple_diff_weighted_multi_smaller,5,0.8863 +- 0.0000,0.0085 +- 0.0030
a,instance_0016,simple_diff_weighted_simple_bigger,5,0.8909 +- 0.0000,0.0376 +- 0.0093
a,instance_0016,simple_diff_weighted_simple_most_shared,5,0.8924 +- 0.0000,0.0399 +- 0.0134
a,instance_0016,simple_diff_weighted_simple_random,5,0.8909 +- 0.0000,0.0413 +- 0.0057
a,instance_0016,simple_diff_weighted_simple_smaller,5,0.8909 +- 0.0000,0.0401 +- 0.0126
a,instance_0016,simple_random_multi,5,0.8881 +- 0.0037,0.0087 +- 0.0023
a,instance_0016,simple_random_simple,5,0.8909 +- 0.0023,0.0343 +- 0.0088
a,instance_0016,simple_similar_multi_bigger,5,0.8863 +- 0.0000,0.0081 +- 0.0025
a,instance_0016,simple_similar_multi_most_shared,5,0.8863 +- 0.0000,0.0084 +- 0.0011
a,instance_0016,simple_similar_multi_random,5,0.8863 +- 0.0000,0.0070 +- 0.0014
a,instance_0016,simple_similar_multi_smaller,5,0.8863 +- 0.0000,0.0085 +- 0.0027
a,instance_0016,simple_similar_simple_bigger,5,0.8909 +- 0.0000,0.0376 +- 0.0077
a,instance_0016,simple_similar_simple_most_shared,5,0.8909 +- 0.0000,0.0357 +- 0.0065
a,instance_0016,simple_similar_simple_random,5,0.8909 +- 0.0000,0.0352 +- 0.0104
a,instance_0016,simple_similar_simple_smaller,5,0.8909 +- 0.0000,0.0417 +- 0.0090
a,instance_0016,simple_similar_weighted_multi_bigger,5,0.8863 +- 0.0000,0.0096 +- 0.0035
a,instance_0016,simple_similar_weighted_multi_most_shared,5,0.8863 +- 0.0000,0.0094 +- 0.0017
a,instance_0016,simple_similar_weighted_multi_random,5,0.8863 +- 0.0000,0.0106 +- 0.0037
a,instance_0016,simple_similar_weighted_multi_smaller,5,0.8863 +- 0.0000,0.0105 +- 0.0044
a,instance_0016,simple_similar_weighted_simple_bigger,5,0.8909 +- 0.0000,0.0380 +- 0.0173
a,instance_0016,simple_similar_weighted_simple_most_shared,5,0.8909 +- 0.0000,0.0417 +- 0.0164
a,instance_0016,simple_similar_weighted_simple_random,5,0.8909 +- 0.0000,0.0397 +- 0.0146
a,instance_0016,simple_similar_weighted_simple_smaller,5,0.8909 +- 0.0000,0.0412 +- 0.0130
a,instance_0017,simple_asc_multi,5,0.9060 +- 0.0000,0.0045 +- 0.0020
a,instance_0017,simple_asc_simple,5,0.9144 +- 0.0000,0.0066 +- 0.0020
a,instance_0017,simple_desc_multi,5,0.9060 +- 0.0000,0.0046 +- 0.0022
a,instance_0017,simple_desc_simple,5,0.9144 +- 0.0000,0.0072 +- 0.0022
a,instance_0017,simple_diff_multi_bigger,5,0.9060 +- 0.0000,0.0031 +- 0.0022
a,instance_0017,simple_diff_multi_most_shared,5,0.9060 +- 0.0000,0.0027 +- 0.0009
a,instance_0017,simple_diff_multi_random,5,0.9060 +- 0.0000,0.0036 +- 0.0011
a,instance_0017,simple_diff_multi_smaller,5,0.9060 +- 0.0000,0.0020 +- 0.0004
a,instance_0017,simple_diff_simple_bigger,5,0.9144 +- 0.0000,0.0083 +- 0.0041
a,instance_0017,simple_diff_simple_most_shared,5,0.9144 +- 0.0000,0.0083 +- 0.0018
a,instance_0017,simple_diff_simple_random,5,0.9141 +- 0.0007,0.0083 +- 0.0022
a,instance_0017,simple_diff_simple_smaller,5,0.9144 +- 0.0000,0.0095 +- 0.0049
a,instance_0017,simple_diff_weighted_multi_bigger,5,0.9060 +- 0.0000,0.0022 +- 0.0006
a,instance_0017,simple_diff_weighted_multi_most_shared,5,0.9060 +- 0.0000,0.0030 +- 0.0011
a,instance_0017,simple_diff_weighted_multi_random,5,0.9060 +- 0.0000,0.0037 +- 0.0017
a,instance_0017,simple_diff_weighted_multi_smaller,5,0.9060 +- 0.0000,0.0026 +- 0.0008
a,instance_0017,simple_diff_weighted_simple_bigger,5,0.9144 +- 0.0000,0.0077 +- 0.0034
a,instance_0017,simple_diff_weighted_simple_most_shared,5,0.9144 +- 0.0000,0.0066 +- 0.0017
a,instance_0017,simple_diff_weighted_simple_random,5,0.9141 +- 0.0007,0.0096 +- 0.0040
a,instance_0017,simple_diff_weighted_simple_smaller,5,0.9144 +- 0.0000,0.0091 +- 0.0038
a,instance_0017,simple_random_multi,5,0.8968 +- 0.0065,0.0023 +- 0.0010
a,instance_0017,simple_random_simple,5,0.9014 +- 0.0068,0.0096 +- 0.0057
a,instance_0017,simple_similar_multi_bigger,5,0.9060 +- 0.0000,0.0028 +- 0.0006
a,instance_0017,simple_similar_multi_most_shared,5,0.9060 +- 0.0000,0.0035 +- 0.0011
a,instance_0017,simple_similar_multi_random,5,0.9064 +- 0.0008,0.0043 +- 0.0025
a,instance_0017,simple_similar_multi_smaller,5,0.9060 +- 0.0000,0.0029 +- 0.0009
a,instance_0017,simple_similar_simple_bigger,5,0.9144 +- 0.0000,0.0078 +- 0.0025
a,instance_0017,simple_similar_simple_most_shared,5,0.9159 +- 0.0000,0.0080 +- 0.0022
a,instance_0017,simple_similar_simple_random,5,0.9144 +- 0.0015,0.0077 +- 0.0019
a,instance_0017,simple_similar_simple_smaller,5,0.9144 +- 0.0000,0.0086 +- 0.0024
a,instance_0017,simple_similar_weighted_multi_bigger,5,0.9060 +- 0.0000,0.0034 +- 0.0022
a,instance_0017,simple_similar_weighted_multi_most_shared,5,0.9060 +- 0.0000,0.0032 +- 0.0018
a,instance_0017,simple_similar_weighted_multi_random,5,0.9064 +- 0.0008,0.0040 +- 0.0025
a,instance_0017,simple_similar_weighted_multi_smaller,5,0.9060 +- 0.0000,0.0028 +- 0.0015
a,instance_0017,simple_similar_weighted_simple_bigger,5,0.9144 +- 0.0000,0.0095 +- 0.0037
a,instance_0017,simple_similar_weighted_simple_most_shared,5,0.9159 +- 0.0000,0.0084 +- 0.0023
a,instance_0017,simple_similar_weighted_simple_random,5,0.9144 +- 0.0015,0.0081 +- 0.0027
a,instance_0017,simple_similar_weighted_simple_smaller,5,0.9144 +- 0.0000,0.0092 +- 0.0025
a,instance_0018,simple_asc_multi,5,0.8761 +- 0.0000,0.0247 +- 0.0045
a,instance_0018,simple_asc_simple,5,0.8776 +- 0.0000,0.0709 +- 0.0083
a,instance_0018,simple_desc_multi,5,0.8699 +- 0.0000,0.0137 +- 0.0029
a,instance_0018,simple_desc_simple,5,0.8699 +- 0.0000,0.0553 +- 0.0170
a,instance_0018,simple_diff_multi_bigger,5,0.8761 +- 0.0000,0.0158 +- 0.0036
a,instance_0018,simple_diff_multi_most_shared,5,0.8761 +- 0.0000,0.0198 +- 0.0076
a,instance_0018,simple_diff_multi_random,5,0.8761 +- 0.0000,0.0222 +- 0.0057
a,instance_0018,simple_diff_multi_smaller,5,0.8761 +- 0.0000,0.0193 +- 0.0055
a,instance_0018,simple_diff_simple_bigger,5,0.8776 +- 0.0000,0.0646 +- 0.0152
a,instance_0018,simple_diff_simple_most_shared,5,0.8776 +- 0.0000,0.0720 +- 0.0235
a,instance_0018,simple_diff_simple_random,5,0.8776 +- 0.0000,0.0731 +- 0.0270
a,instance_0018,simple_diff_simple_smaller,5,0.8776 +- 0.0000,0.0626 +- 0.0139
a,instance_0018,simple_diff_weighted_multi_bigger,5,0.8761 +- 0.0000,0.0141 +- 0.0020
a,instance_0018,simple_diff_weighted_multi_most_shared,5,0.8761 +- 0.0000,0.0216 +- 0.0023
a,instance_0018,simple_diff_weighted_multi_random,5,0.8761 +- 0.0000,0.0216 +- 0.0104
a,instance_0018,simple_diff_weighted_multi_smaller,5,0.8761 +- 0.0000,0.0189 +- 0.0047
a,instance_0018,simple_diff_weighted_simple_bigger,5,0.8776 +- 0.0000,0.0651 +- 0.0143
a,instance_0018,simple_diff_weighted_simple_most_shared,5,0.8776 +- 0.0000,0.0648 +- 0.0120
a,instance_0018,simple_diff_weighted_simple_random,5,0.8776 +- 0.0000,0.0762 +- 0.0171
a,instance_0018,simple_diff_weighted_simple_smaller,5,0.8776 +- 0.0000,0.0679 +- 0.0188
a,instance_0018,simple_random_multi,5,0.8727 +- 0.0026,0.0188 +- 0.0059
a,instance_0018,simple_random_simple,5,0.8730 +- 0.0029,0.0596 +- 0.0117
a,instance_0018,simple_similar_multi_bigger,5,0.8761 +- 0.0000,0.0215 +- 0.0085
a,instance_0018,simple_similar_multi_most_shared,5,0.8761 +- 0.0000,0.0180 +- 0.0081
a,instance_0018,simple_similar_multi_random,5,0.8761 +- 0.0000,0.0177 +- 0.0058
a,instance_0018,simple_similar_multi_smaller,5,0.8761 +- 0.0000,0.0196 +- 0.0101
a,instance_0018,simple_similar_simple_bigger,5,0.8776 +- 0.0000,0.0799 +- 0.0323
a,instance_0018,simple_similar_simple_most_shared,5,0.8776 +- 0.0000,0.0556 +- 0.0097
a,instance_0018,simple_similar_simple_random,5,0.8776 +- 0.0000,0.0651 +- 0.0131
a,instance_0018,simple_similar_simple_smaller,5,0.8776 +- 0.0000,0.0740 +- 0.0270
a,instance_0018,simple_similar_weighted_multi_bigger,5,0.8761 +- 0.0000,0.0203 +- 0.0051
a,instance_0018,simple_similar_weighted_multi_most_shared,5,0.8761 +- 0.0000,0.0271 +- 0.0086
a,instance_0018,simple_similar_weighted_multi_random,5,0.8761 +- 0.0000,0.0326 +- 0.0090
a,instance_0018,simple_similar_weighted_multi_smaller,5,0.8761 +- 0.0000,0.0223 +- 0.0034
a,instance_0018,simple_similar_weighted_simple_bigger,5,0.8776 +- 0.0000,0.0941 +- 0.0163
a,instance_0018,simple_similar_weighted_simple_most_shared,5,0.8776 +- 0.0000,0.0885 +- 0.0091
a,instance_0018,simple_similar_weighted_simple_random,5,0.8776 +- 0.0000,0.0586 +- 0.0114
a,instance_0018,simple_similar_weighted_simple_smaller,5,0.8776 +- 0.0000,0.0873 +- 0.0204
a,instance_0019,simple_asc_multi,5,0.9520 +- 0.0000,0.0318 +- 0.0078
a,instance_0019,simple_asc_simple,5,0.9533 +- 0.0000,0.0855 +- 0.0157
a,instance_0019,simple_desc_multi,5,0.9500 +- 0.0000,0.0250 +- 0.0035
a,instance_0019,simple_desc_simple,5,0.9510 +- 0.0000,0.0543 +- 0.0150
a,instance_0019,simple_diff_multi_bigger,5,0.9510 +- 0.0000,0.0227 +- 0.0030
a,instance_0019,simple_diff_multi_most_shared,5,0.9505 +- 0.0000,0.0267 +- 0.0056
a,instance_0019,simple_diff_multi_random,5,0.9505 +- 0.0000,0.0307 +- 0.0065
a,instance_0019,simple_diff_multi_smaller,5,0.9505 +- 0.0000,0.0262 +- 0.0054
a,instance_0019,simple_diff_simple_bigger,5,0.9529 +- 0.0000,0.0925 +- 0.0248
a,instance_0019,simple_diff_simple_most_shared,5,0.9529 +- 0.0000,0.0835 +- 0.0100
a,instance_0019,simple_diff_simple_random,5,0.9524 +- 0.0000,0.0830 +- 0.0202
a,instance_0019,simple_diff_simple_smaller,5,0.9524 +- 0.0000,0.0803 +- 0.0136
a,instance_0019,simple_diff_weighted_multi_bigger,5,0.9510 +- 0.0000,0.0291 +- 0.0093
a,instance_0019,simple_diff_weighted_multi_most_shared,5,0.9505 +- 0.0000,0.0324 +- 0.0065
a,instance_0019,simple_diff_weighted_multi_random,5,0.9505 +- 0.0000,0.0282 +- 0.0060
a,instance_0019,simple_diff_weighted_multi_smaller,5,0.9505 +- 0.0000,0.0328 +- 0.0113
a,instance_0019,simple_diff_weighted_simple_bigger,5,0.9529 +- 0.0000,0.0819 +- 0.0176
a,instance_0019,simple_diff_weighted_simple_most_shared,5,0.9529 +- 0.0000,0.0844 +- 0.0173
a,instance_0019,simple_diff_weighted_simple_random,5,0.9524 +- 0.0000,0.0850 +- 0.0084
a,instance_0019,simple_diff_weighted_simple_smaller,5,0.9524 +- 0.0000,0.0819 +- 0.0156
a,instance_0019,simple_random_multi,5,0.9517 +- 0.0013,0.0264 +- 0.0062
a,instance_0019,simple_random_simple,5,0.9537 +- 0.0014,0.0857 +- 0.0254
a,instance_0019,simple_similar_multi_bigger,5,0.9505 +- 0.0000,0.0348 +- 0.0071
a,instance_0019,simple_similar_multi_most_shared,5,0.9505 +- 0.0000,0.0353 +- 0.0117
a,instance_0019,simple_similar_multi_random,5,0.9506 +- 0.0002,0.0311 +- 0.0079
a,instance_0019,simple_similar_multi_smaller,5,0.9505 +- 0.0000,0.0251 +- 0.0059
a,instance_0019,simple_similar_simple_bigger,5,0.9529 +- 0.0000,0.0855 +- 0.0109
a,instance_0019,simple_similar_simple_most_shared,5,0.9524 +- 0.0000,0.0785 +- 0.0079
a,instance_0019,simple_similar_simple_random,5,0.9526 +- 0.0002,0.0781 +- 0.0134
a,instance_0019,simple_similar_simple_smaller,5,0.9529 +- 0.0000,0.0840 +- 0.0135
a,instance_0019,simple_similar_weighted_multi_bigger,5,0.9505 +- 0.0000,0.0526 +- 0.0336
a,instance_0019,simple_similar_weighted_multi_most_shared,5,0.9505 +- 0.0000,0.0259 +- 0.0050
a,instance_0019,simple_similar_weighted_multi_random,5,0.9506 +- 0.0002,0.0309 +- 0.0112
a,instance_0019,simple_similar_weighted_multi_smaller,5,0.9505 +- 0.0000,0.0252 +- 0.0043
a,instance_0019,simple_similar_weighted_simple_bigger,5,0.9529 +- 0.0000,0.0926 +- 0.0304
a,instance_0019,simple_similar_weighted_simple_most_shared,5,0.9524 +- 0.0000,0.0879 +- 0.0177
a,instance_0019,simple_similar_weighted_simple_random,5,0.9526 +- 0.0002,0.1210 +- 0.0291
a,instance_0019,simple_similar_weighted_simple_smaller,5,0.9529 +- 0.0000,0.0751 +- 0.0107
a,instance_0020,simple_asc_multi,5,0.0000 +- 0.0000,0.0001 +- 0.0000
a,instance_0020,simple_asc_simple,5,0.3333 +- 0.0000,0.0001 +- 0.0000
a,instance_0020,simple_desc_multi,5,0.2000 +- 0.0000,0.0004 +- 0.0007
a,instance_0020,simple_desc_simple,5,0.2000 +- 0.0000,0.0001 +- 0.0000
a,instance_0020,simple_diff_multi_bigger,5,0.0000 +- 0.0000,0.0001 +- 0.0000
a,instance_0020,simple_diff_multi_most_shared,5,0.0000 +- 0.0000,0.0001 +- 0.0000
a,instance_0020,simple_diff_multi_random,5,0.0933 +- 0.1300,0.0004 +- 0.0005
a,instance_0020,simple_diff_multi_smaller,5,0.2000 +- 0.0000,0.0001 +- 0.0000
a,instance_0020,simple_diff_simple_bigger,5,0.3333 +- 0.0000,0.0001 +- 0.0000
a,instance_0020,simple_diff_simple_most_shared,5,0.3333 +- 0.0000,0.0001 +- 0.0000
a,instance_0020,simple_diff_simple_random,5,0.2933 +- 0.0596,0.0001 +- 0.0000
a,instance_0020,simple_diff_simple_smaller,5,0.2000 +- 0.0000,0.0001 +- 0.0000
a,instance_0020,simple_diff_weighted_multi_bigger,5,0.0000 +- 0.0000,0.0001 +- 0.0000
a,instance_0020,simple_diff_weighted_multi_most_shared,5,0.0000 +- 0.0000,0.0001 +- 0.0000
a,instance_0020,simple_diff_weighted_multi_random,5,0.0933 +- 0.1300,0.0001 +- 0.0000
a,instance_0020,simple_diff_weighted_multi_smaller,5,0.2000 +- 0.0000,0.0008 +- 0.0017
a,instance_0020,simple_diff_weighted_simple_bigger,5,0.3333 +- 0.0000,0.0001 +- 0.0000
a,instance_0020,simple_diff_weighted_simple_most_shared,5,0.3333 +- 0.0000,0.0001 +- 0.0000
a,instance_0020,simple_diff_weighted_simple_random,5,0.2933 +- 0.0596,0.0001 +- 0.0000
a,instance_0020,simple_diff_weighted_simple_smaller,5,0.2000 +- 0.0000,0.0001 +- 0.0000
a,instance_0020,simple_random_multi,5,0.2000 +- 0.2000,0.0001 +- 0.0000
a,instance_0020,simple_random_simple,5,0.3333 +- 0.0816,0.0001 +- 0.0000
a,instance_0020,simple_similar_multi_bigger,5,0.2000 +- 0.0000,0.0001 +- 0.0000
a,instance_0020,simple_similar_multi_most_shared,5,0.2000 +- 0.0000,0.0001 +- 0.0000
a,instance_0020,simple_similar_multi_random,5,0.2400 +- 0.0894,0.0001 +- 0.0000
a,instance_0020,simple_similar_multi_smaller,5,0.0000 +- 0.0000,0.0001 +- 0.0000
a,instance_0020,simple_similar_simple_bigger,5,0.2000 +- 0.0000,0.0001 +- 0.0000
a,instance_0020,simple_similar_simple_most_shared,5,0.2000 +- 0.0000,0.0001 +- 0.0000
a,instance_0020,simple_similar_simple_random,5,0.2400 +- 0.0894,0.0001 +- 0.0000
a,instance_0020,simple_similar_simple_smaller,5,0.3333 +- 0.0000,0.0004 +- 0.0006
a,instance_0020,simple_similar_weighted_multi_bigger,5,0.2000 +- 0.0000,0.0001 +- 0.0000
a,instance_0020,simple_similar_weighted_multi_most_shared,5,0.2000 +- 0.0000,0.0001 +- 0.0000
a,instance_0020,simple_similar_weighted_multi_random,5,0.2400 +- 0.0894,0.0001 +- 0.0000
a,instance_0020,simple_similar_weighted_multi_smaller,5,0.0000 +- 0.0000,0.0001 +- 0.0000
a,instance_0020,simple_similar_weighted_simple_bigger,5,0.2000 +- 0.0000,0.0001 +- 0.0000
a,instance_0020,simple_similar_weighted_simple_most_shared,5,0.2000 +- 0.0000,0.0001 +- 0.0000
a,instance_0020,simple_similar_weighted_simple_random,5,0.2400 +- 0.0894,0.0001 +- 0.0000
a,instance_0020,simple_similar_weighted_simple_smaller,5,0.3333 +- 0.0000,0.0001 +- 0.0000
