algo_id,run_id,status,objective,items,aisles,exec_time
aisle_first_useful,2,feasible,691.0,691,1,0.294
aisle_first_useful,1,feasible,691.0,691,1,0.274
aisle_first_useful,4,feasible,691.0,691,1,0.253
aisle_first_useful,3,feasible,691.0,691,1,0.261
aisle_first_useful,5,feasible,691.0,691,1,0.285
aisle_first_units,1,feasible,691.0,691,1,0.326
aisle_first_units,5,feasible,691.0,691,1,0.215
aisle_first_units,3,feasible,691.0,691,1,0.384
aisle_first_units,2,feasible,691.0,691,1,0.299
aisle_first_variety,1,feasible,691.0,691,1,0.233
aisle_first_units,4,feasible,691.0,691,1,0.291
aisle_first_variety,2,feasible,691.0,691,1,0.285
aisle_first_variety,3,feasible,691.0,691,1,0.238
aisle_first_mixed,2,feasible,691.0,691,1,0.182
aisle_first_mixed,1,feasible,691.0,691,1,0.357
aisle_first_mixed,3,feasible,691.0,691,1,0.253
aisle_first_variety,4,feasible,691.0,691,1,0.366
aisle_first_variety,5,feasible,691.0,691,1,0.283
aisle_first_mixed,5,feasible,691.0,691,1,0.232
aisle_first_mixed,4,feasible,691.0,691,1,0.317
