algo_id,run_id,status,objective,items,aisles,exec_time
simple_random_simple,1,feasible,9.397260273972602,686,73,0.0288348
simple_random_simple,2,feasible,9.026315789473685,686,76,0.0313838
simple_random_multi,1,feasible,9.942028985507246,686,69,0.00821053
simple_random_simple,3,feasible,9.146666666666667,686,75,0.0333443
simple_random_multi,2,feasible,9.27027027027027,686,74,0.00720811
simple_random_multi,4,feasible,9.661971830985916,686,71,0.00641046
simple_random_multi,3,feasible,9.146666666666667,686,75,0.0123096
simple_random_exact,1,error,0.0,0,0,0.0
simple_random_exact,2,error,0.0,0,0,0.0
simple_random_exact,3,error,0.0,0,0,0.0
simple_random_simple,5,feasible,9.27027027027027,686,74,0.0283651
simple_random_exact,4,error,0.0,0,0,0.0
simple_random_exact,5,error,0.0,0,0,0.0
simple_random_multi,5,feasible,9.527777777777779,686,72,0.00915732
simple_random_simple,4,feasible,9.527777777777779,686,72,0.0497184
simple_asc_multi,1,feasible,9.661971830985916,686,71,0.0110771
simple_asc_multi,3,feasible,9.661971830985916,686,71,0.0109586
simple_asc_multi,2,feasible,9.661971830985916,686,71,0.0176067
simple_asc_simple,2,feasible,9.27027027027027,686,74,0.0357402
simple_asc_exact,1,error,0.0,0,0,0.0
simple_asc_exact,3,error,0.0,0,0,0.0
simple_asc_simple,3,feasible,9.27027027027027,686,74,0.0388052
simple_asc_multi,4,feasible,9.661971830985916,686,71,0.0126861
simple_asc_exact,2,error,0.0,0,0,0.0
simple_asc_exact,4,error,0.0,0,0,0.0
simple_asc_simple,1,feasible,9.27027027027027,686,74,0.0459263
simple_asc_exact,5,error,0.0,0,0,0.0
simple_asc_simple,4,feasible,9.27027027027027,686,74,0.0421477
simple_asc_multi,5,feasible,9.661971830985916,686,71,0.0226258
simple_asc_simple,5,feasible,9.27027027027027,686,74,0.0511843
simple_desc_multi,2,feasible,9.661971830985916,686,71,0.00639533
simple_desc_multi,1,feasible,9.661971830985916,686,71,0.00691821
simple_desc_exact,1,error,0.0,0,0,0.0
simple_desc_exact,2,error,0.0,0,0,0.0
