algo_id,run_id,status,objective,items,aisles,exec_time
simple_all,1,feasible,2.0,2,1,0.096
simple_all,2,feasible,2.0,2,1,0.069
simple_all,4,feasible,2.0,2,1,0.088
simple_all,3,feasible,2.0,2,1,0.089
simple_all,5,feasible,2.0,2,1,0.114
simple_all,8,feasible,2.0,2,1,0.069
simple_all,9,feasible,2.0,2,1,0.067
simple_all,10,feasible,2.0,2,1,0.062
simple_all,7,feasible,2.0,2,1,0.129
simple_all,11,feasible,2.0,2,1,0.097
simple_all,19,feasible,2.0,2,1,0.054
simple_all,17,feasible,2.0,2,1,0.072
simple_all,15,feasible,2.0,2,1,0.091
simple_all,12,feasible,2.0,2,1,0.099
simple_all,13,feasible,2.0,2,1,0.106
simple_all,14,feasible,2.0,2,1,0.105
simple_all,6,feasible,2.0,2,1,0.168
simple_all,16,feasible,2.0,2,1,0.118
simple_all,18,feasible,2.0,2,1,0.088
simple_all,20,feasible,2.0,2,1,0.056
simple_all,23,feasible,2.0,2,1,0.06
simple_all,27,feasible,2.0,2,1,0.074
simple_all,22,feasible,2.0,2,1,0.081
simple_all,21,feasible,2.0,2,1,0.127
simple_all,24,feasible,2.0,2,1,0.113
simple_all,25,feasible,2.0,2,1,0.103
simple_all,28,feasible,2.0,2,1,0.083
simple_all,26,feasible,2.0,2,1,0.119
simple_all,29,feasible,2.0,2,1,0.07
simple_all,30,feasible,2.0,2,1,0.102
