algo_id,run_id,status,objective,items,aisles,exec_time
simple_random_exact,1,feasible,10.541547277936962,3679,349,0.192365
simple_random_exact,2,feasible,10.820588235294117,3679,340,0.165663
simple_random_exact,3,feasible,10.541547277936962,3679,349,0.182165
simple_random_exact,4,feasible,11.01497005988024,3679,334,0.212807
simple_random_exact,5,feasible,10.85250737463127,3679,339,0.163482
simple_random_multi,1,feasible,10.51142857142857,3679,350,1.01361
simple_random_multi,2,feasible,10.725947521865889,3679,343,1.03867
simple_random_multi,5,feasible,10.820588235294117,3679,340,0.929173
simple_random_multi,4,feasible,11.01497005988024,3679,334,1.02003
simple_random_multi,3,feasible,10.541547277936962,3679,349,1.17803
simple_asc_multi,1,feasible,10.788856304985337,3679,341,1.01472
simple_asc_multi,2,feasible,10.788856304985337,3679,341,1.18753
simple_random_simple,3,feasible,10.305322128851541,3679,357,3.62347
simple_random_simple,1,feasible,10.276536312849162,3679,358,3.79752
simple_asc_multi,3,feasible,10.788856304985337,3679,341,1.22397
simple_asc_multi,4,feasible,10.788856304985337,3679,341,1.00532
simple_asc_exact,3,feasible,10.820588235294117,3679,340,0.200915
simple_random_simple,2,feasible,10.481481481481481,3679,351,4.05092
simple_asc_exact,2,feasible,10.820588235294117,3679,340,0.210035
simple_random_simple,4,feasible,10.602305475504323,3679,347,3.9043
simple_asc_exact,1,feasible,10.820588235294117,3679,340,0.241549
simple_asc_exact,5,feasible,10.820588235294117,3679,340,0.183852
simple_asc_exact,4,feasible,10.820588235294117,3679,340,0.215589
simple_random_simple,5,feasible,10.481481481481481,3679,351,4.21002
simple_asc_multi,5,feasible,10.788856304985337,3679,341,1.01017
simple_desc_multi,1,feasible,10.757309941520468,3679,342,1.01251
simple_asc_simple,1,feasible,10.392655367231638,3679,354,4.68292
simple_asc_simple,5,feasible,10.392655367231638,3679,354,4.40341
simple_desc_multi,2,feasible,10.757309941520468,3679,342,1.19336
simple_asc_simple,4,feasible,10.392655367231638,3679,354,4.74576
simple_asc_simple,2,feasible,10.392655367231638,3679,354,4.9842
simple_desc_exact,2,feasible,10.85250737463127,3679,339,0.155142
simple_desc_exact,1,feasible,10.85250737463127,3679,339,0.199647
simple_desc_exact,3,feasible,10.85250737463127,3679,339,0.157225
simple_asc_simple,3,feasible,10.392655367231638,3679,354,5.05248
simple_desc_exact,4,feasible,10.85250737463127,3679,339,0.178277
simple_desc_exact,5,feasible,10.85250737463127,3679,339,0.147606
simple_desc_multi,3,feasible,10.757309941520468,3679,342,1.00413
simple_desc_simple,2,feasible,10.422096317280452,3679,353,2.53857
simple_desc_multi,5,feasible,10.757309941520468,3679,342,0.989834
simple_desc_simple,1,feasible,10.422096317280452,3679,353,2.69464
simple_desc_multi,4,feasible,10.757309941520468,3679,342,1.10638
simple_desc_simple,3,feasible,10.422096317280452,3679,353,2.74229
simple_desc_simple,5,feasible,10.422096317280452,3679,353,2.63801
simple_desc_simple,4,feasible,10.422096317280452,3679,353,2.7582
simple_similar_simple_random,2,feasible,10.334269662921349,3679,356,3.86622
simple_similar_simple_random,3,feasible,10.334269662921349,3679,356,4.04681
simple_similar_simple_smaller,1,feasible,10.334269662921349,3679,356,3.93727
simple_similar_simple_smaller,2,feasible,10.334269662921349,3679,356,3.78607
simple_similar_simple_random,4,feasible,10.334269662921349,3679,356,4.09706
simple_similar_simple_random,5,feasible,10.334269662921349,3679,356,4.07298
simple_similar_simple_random,1,feasible,10.334269662921349,3679,356,4.3167
simple_similar_simple_smaller,5,feasible,10.334269662921349,3679,356,3.96921
simple_similar_simple_smaller,4,feasible,10.334269662921349,3679,356,4.05558
simple_similar_simple_bigger,2,feasible,10.334269662921349,3679,356,3.89457
simple_similar_simple_bigger,1,feasible,10.334269662921349,3679,356,4.19603
simple_similar_simple_smaller,3,feasible,10.334269662921349,3679,356,4.4082
simple_similar_multi_random,1,feasible,10.725947521865889,3679,343,1.03294
