algo_id,run_id,status,objective,items,aisles,exec_time
simple_random_simple,1,feasible,3.3333333333333335,10,3,0.000133711
simple_random_simple,3,feasible,3.0,12,4,0.000148335
simple_random_simple,4,feasible,3.3333333333333335,10,3,0.000140115
simple_random_simple,5,feasible,3.0,12,4,0.00015705
simple_random_simple,2,feasible,4.0,12,3,0.000152527
simple_random_multi,1,feasible,5.0,10,2,0.00013915
simple_random_multi,3,feasible,3.0,12,4,0.000165385
simple_random_multi,2,feasible,4.0,12,3,0.000178848
simple_random_multi,4,feasible,5.0,10,2,0.000147348
simple_random_multi,5,feasible,3.0,12,4,0.000170561
simple_random_exact,1,feasible,5.0,10,2,0.0147644
simple_random_exact,2,feasible,4.0,12,3,0.0155666
simple_asc_simple,2,feasible,3.3333333333333335,10,3,0.000139063
simple_random_exact,3,feasible,4.0,12,3,0.0176427
simple_asc_simple,1,feasible,3.3333333333333335,10,3,0.00015708
simple_random_exact,4,feasible,5.0,10,2,0.0113634
simple_random_exact,5,feasible,4.0,12,3,0.0120069
simple_asc_simple,5,feasible,3.3333333333333335,10,3,0.00015241
simple_asc_simple,4,feasible,3.3333333333333335,10,3,0.000162116
simple_asc_multi,2,feasible,5.0,10,2,0.000127828
simple_asc_simple,3,feasible,3.3333333333333335,10,3,0.000163424
simple_asc_multi,4,feasible,5.0,10,2,0.000150737
simple_asc_multi,1,feasible,5.0,10,2,0.000329677
simple_asc_multi,3,feasible,5.0,10,2,0.000111212
simple_asc_multi,5,feasible,5.0,10,2,0.000154442
simple_asc_exact,2,feasible,5.0,10,2,0.0139071
simple_desc_simple,5,feasible,4.0,12,3,0.000135139
simple_desc_simple,2,feasible,4.0,12,3,0.0001219
simple_desc_simple,4,feasible,4.0,12,3,0.00012103
simple_asc_exact,5,feasible,5.0,10,2,0.0179647
simple_desc_simple,3,feasible,4.0,12,3,0.000111585
simple_asc_exact,1,feasible,5.0,10,2,0.0176642
simple_desc_simple,1,feasible,4.0,12,3,0.000177181
simple_desc_multi,1,feasible,4.0,12,3,0.000141023
simple_asc_exact,3,feasible,5.0,10,2,0.0158496
simple_desc_multi,4,feasible,4.0,12,3,0.000114768
simple_desc_multi,5,feasible,4.0,12,3,0.000108146
simple_desc_multi,3,feasible,4.0,12,3,0.00019374
simple_desc_multi,2,feasible,4.0,12,3,0.000144502
simple_asc_exact,4,feasible,5.0,10,2,0.0233612
simple_similar_simple_random,1,feasible,3.0,12,4,0.000198141
simple_similar_simple_random,2,feasible,4.0,12,3,0.000155577
simple_similar_simple_random,3,feasible,4.0,12,3,0.000162657
simple_desc_exact,2,feasible,4.0,12,3,0.0164802
simple_desc_exact,5,feasible,4.0,12,3,0.0151997
simple_desc_exact,1,feasible,4.0,12,3,0.0127216
simple_desc_exact,4,feasible,4.0,12,3,0.0150587
simple_similar_simple_smaller,2,feasible,3.3333333333333335,10,3,0.000136989
simple_similar_simple_smaller,1,feasible,3.3333333333333335,10,3,0.00013469
simple_similar_simple_random,4,feasible,4.0,12,3,0.000134983
simple_desc_exact,3,feasible,4.0,12,3,0.015609
simple_similar_simple_bigger,2,feasible,4.0,12,3,0.000179463
simple_similar_simple_smaller,5,feasible,3.3333333333333335,10,3,0.000162528
simple_similar_simple_random,5,feasible,4.0,12,3,0.000213537
simple_similar_simple_smaller,3,feasible,3.3333333333333335,10,3,0.000192002
simple_similar_simple_bigger,5,feasible,4.0,12,3,0.00017562
simple_similar_simple_smaller,4,feasible,3.3333333333333335,10,3,0.000180786
simple_similar_simple_bigger,4,feasible,4.0,12,3,0.00013564
simple_similar_simple_most_shared,2,feasible,4.0,12,3,0.000179569
simple_similar_simple_most_shared,3,feasible,4.0,12,3,0.000154864
simple_similar_simple_bigger,3,feasible,4.0,12,3,0.000188262
simple_similar_simple_most_shared,1,feasible,4.0,12,3,0.000203816
simple_similar_multi_random,3,feasible,4.0,12,3,0.000161399
simple_similar_simple_most_shared,4,feasible,4.0,12,3,0.000167015
simple_similar_simple_bigger,1,feasible,4.0,12,3,0.000381796
simple_similar_multi_random,1,feasible,3.0,12,4,0.000153822
simple_similar_multi_smaller,2,feasible,5.0,10,2,0.000118126
simple_similar_simple_most_shared,5,feasible,4.0,12,3,0.000155648
simple_similar_multi_random,5,feasible,4.0,12,3,0.000179079
simple_similar_multi_random,2,feasible,4.0,12,3,0.000199375
simple_similar_multi_smaller,5,feasible,5.0,10,2,0.000201473
simple_similar_multi_bigger,2,feasible,4.0,12,3,0.000181415
simple_similar_multi_bigger,1,feasible,4.0,12,3,0.000156082
simple_similar_multi_random,4,feasible,4.0,12,3,0.000187615
simple_similar_multi_bigger,4,feasible,4.0,12,3,0.00015579
simple_similar_multi_bigger,3,feasible,4.0,12,3,0.000167382
simple_similar_multi_smaller,1,feasible,5.0,10,2,0.000201789
simple_similar_multi_bigger,5,feasible,4.0,12,3,0.000151106
simple_similar_multi_most_shared,1,feasible,4.0,12,3,0.000176426
simple_similar_multi_most_shared,5,feasible,4.0,12,3,0.000188857
simple_similar_multi_most_shared,4,feasible,4.0,12,3,0.000157775
simple_similar_multi_most_shared,3,feasible,4.0,12,3,0.000246824
simple_similar_multi_smaller,3,feasible,5.0,10,2,0.000350065
simple_similar_multi_smaller,4,feasible,5.0,10,2,0.000167834
simple_similar_exact_random,2,feasible,4.0,12,3,0.0132688
simple_similar_exact_random,3,feasible,4.0,12,3,0.0112299
simple_similar_multi_most_shared,2,feasible,4.0,12,3,0.00022673
simple_similar_exact_smaller,1,feasible,5.0,10,2,0.0102568
simple_similar_exact_random,5,feasible,4.0,12,3,0.0174253
simple_similar_exact_smaller,2,feasible,5.0,10,2,0.0107003
simple_similar_exact_smaller,3,feasible,5.0,10,2,0.0137033
simple_similar_exact_smaller,4,feasible,5.0,10,2,0.0176916
simple_similar_exact_random,4,feasible,4.0,12,3,0.0133441
simple_similar_exact_random,1,feasible,4.0,12,3,0.0137426
simple_similar_exact_bigger,1,feasible,4.0,12,3,0.0122222
simple_similar_exact_smaller,5,feasible,5.0,10,2,0.0167171
simple_similar_exact_bigger,3,feasible,4.0,12,3,0.013787
simple_similar_exact_bigger,2,feasible,4.0,12,3,0.0166407
simple_similar_exact_bigger,5,feasible,4.0,12,3,0.0138439
simple_similar_exact_most_shared,1,feasible,4.0,12,3,0.0124763
simple_diff_simple_random,1,feasible,4.0,12,3,0.000152459
simple_similar_exact_bigger,4,feasible,4.0,12,3,0.020172
simple_similar_exact_most_shared,2,feasible,4.0,12,3,0.012446
simple_diff_simple_random,3,feasible,3.3333333333333335,10,3,0.000196461
simple_diff_simple_random,2,feasible,3.3333333333333335,10,3,0.000193416
simple_diff_simple_random,4,feasible,3.6666666666666665,11,3,0.000171215
simple_diff_simple_smaller,3,feasible,4.0,12,3,0.000138974
simple_similar_exact_most_shared,3,feasible,4.0,12,3,0.0130746
simple_diff_simple_random,5,feasible,3.3333333333333335,10,3,0.000202233
simple_diff_simple_smaller,1,feasible,4.0,12,3,0.000187695
simple_similar_exact_most_shared,4,feasible,4.0,12,3,0.0194727
simple_similar_exact_most_shared,5,feasible,4.0,12,3,0.0215899
simple_diff_simple_smaller,2,feasible,4.0,12,3,0.000171484
simple_diff_simple_smaller,5,feasible,4.0,12,3,0.000157467
simple_diff_simple_bigger,2,feasible,3.3333333333333335,10,3,0.000156765
