algo_id,run_id,seed,status,objective,items,aisles,exec_time
gvns_at001_ps010_li2000,1,58801,feasible,15.761904761904763,331,21,600.718
gvns_at001_ps010_li8000,1,58801,feasible,15.545454545454545,342,22,600.706
gvns_at001_ps010_li5000,1,58801,feasible,15.761904761904763,331,21,600.82
gvns_at001_ps010_li12000,1,58801,feasible,15.857142857142858,333,21,600.955
gvns_at001_ps020_li2000,1,58801,feasible,15.761904761904763,331,21,600.709
gvns_at001_ps020_li5000,1,58801,feasible,15.761904761904763,331,21,600.831
gvns_at001_ps020_li8000,1,58801,feasible,15.545454545454545,342,22,600.895
gvns_at001_ps020_li12000,1,58801,feasible,15.857142857142858,333,21,600.925
gvns_at005_ps010_li2000,1,58801,feasible,16.5,330,20,600.791
gvns_at005_ps010_li5000,1,58801,feasible,15.761904761904763,331,21,600.794
gvns_at005_ps010_li8000,1,58801,feasible,15.545454545454545,342,22,600.963
gvns_at005_ps010_li12000,1,58801,feasible,15.409090909090908,339,22,601.153
gvns_at005_ps020_li2000,1,58801,feasible,16.5,330,20,600.778
gvns_at005_ps020_li5000,1,58801,feasible,15.761904761904763,331,21,600.74
gvns_at005_ps020_li8000,1,58801,feasible,15.545454545454545,342,22,600.848
gvns_at005_ps020_li12000,1,58801,feasible,15.409090909090908,339,22,600.859
gvns_at010_ps010_li2000,1,58801,feasible,14.988505747126437,1304,87,600.852
gvns_at010_ps010_li5000,1,58801,feasible,15.761904761904763,331,21,601.192
gvns_at010_ps010_li8000,1,58801,feasible,15.545454545454545,342,22,600.88
gvns_at010_ps010_li12000,1,58801,feasible,15.909090909090908,350,22,600.984
gvns_at010_ps020_li5000,1,58801,feasible,15.761904761904763,331,21,600.914
gvns_at010_ps020_li2000,1,58801,feasible,14.988505747126437,1304,87,601.057
gvns_at010_ps020_li8000,1,58801,feasible,15.545454545454545,342,22,601.151
gvns_at010_ps020_li12000,1,58801,feasible,15.909090909090908,350,22,601.338
gvns_at001_ps010_li2000,2,18374,feasible,15.826086956521738,364,23,600.758
gvns_at001_ps010_li5000,2,18374,feasible,16.0,336,21,600.663
gvns_at001_ps010_li8000,2,18374,feasible,15.863636363636363,349,22,601.139
gvns_at001_ps010_li12000,2,18374,feasible,16.85,337,20,600.811
gvns_at001_ps020_li2000,2,18374,feasible,15.826086956521738,364,23,601.097
gvns_at001_ps020_li8000,2,18374,feasible,15.863636363636363,349,22,600.681
gvns_at001_ps020_li5000,2,18374,feasible,16.0,336,21,601.404
gvns_at001_ps020_li12000,2,18374,feasible,16.85,337,20,601.066
gvns_at005_ps010_li2000,2,18374,feasible,16.19047619047619,340,21,600.928
gvns_at005_ps010_li5000,2,18374,feasible,16.0,336,21,601.073
gvns_at005_ps010_li8000,2,18374,feasible,16.142857142857142,339,21,601.043
gvns_at005_ps010_li12000,2,18374,feasible,14.914285714285715,522,35,600.886
gvns_at005_ps020_li2000,2,18374,feasible,16.19047619047619,340,21,600.83
gvns_at005_ps020_li5000,2,18374,feasible,16.0,336,21,600.65
gvns_at005_ps020_li8000,2,18374,feasible,16.142857142857142,339,21,600.969
gvns_at005_ps020_li12000,2,18374,feasible,14.914285714285715,522,35,601.166
gvns_at010_ps010_li2000,2,18374,feasible,16.19047619047619,340,21,600.922
gvns_at010_ps010_li5000,2,18374,feasible,16.0,336,21,600.858
gvns_at010_ps010_li8000,2,18374,feasible,16.454545454545453,362,22,600.912
gvns_at010_ps010_li12000,2,18374,feasible,16.285714285714285,342,21,601.217
gvns_at010_ps020_li2000,2,18374,feasible,16.19047619047619,340,21,600.822
gvns_at010_ps020_li5000,2,18374,feasible,16.0,336,21,600.981
gvns_at010_ps020_li8000,2,18374,feasible,16.454545454545453,362,22,600.958
gvns_at010_ps020_li12000,2,18374,feasible,16.285714285714285,342,21,601.0
