algo_id,run_id,seed,status,objective,items,aisles,exec_time
gvns_at001_ps010_li2000,1,74848,feasible,16.862745098039216,1720,102,600.656
gvns_at001_ps010_li8000,1,74848,feasible,16.64423076923077,1731,104,600.836
gvns_at001_ps010_li5000,1,74848,feasible,16.634615384615383,1730,104,601.401
gvns_at001_ps010_li12000,1,74848,feasible,16.58695652173913,1526,92,601.304
gvns_at001_ps020_li5000,1,74848,feasible,16.634615384615383,1730,104,600.918
gvns_at001_ps020_li2000,1,74848,feasible,16.862745098039216,1720,102,601.189
gvns_at001_ps020_li8000,1,74848,feasible,16.64423076923077,1731,104,601.345
gvns_at005_ps010_li5000,1,74848,feasible,16.83,1683,100,601.041
gvns_at001_ps020_li12000,1,74848,feasible,16.58695652173913,1526,92,601.711
gvns_at005_ps010_li8000,1,74848,feasible,16.64423076923077,1731,104,601.261
gvns_at005_ps010_li2000,1,74848,feasible,16.634615384615383,1730,104,601.861
gvns_at005_ps010_li12000,1,74848,feasible,16.58695652173913,1526,92,601.185
gvns_at005_ps020_li2000,1,74848,feasible,16.634615384615383,1730,104,600.493
gvns_at005_ps020_li5000,1,74848,feasible,16.83,1683,100,600.704
gvns_at005_ps020_li8000,1,74848,feasible,16.64423076923077,1731,104,600.785
gvns_at005_ps020_li12000,1,74848,feasible,16.58695652173913,1526,92,600.651
gvns_at010_ps010_li5000,1,74848,feasible,16.83,1683,100,600.785
gvns_at010_ps010_li2000,1,74848,feasible,16.634615384615383,1730,104,600.953
gvns_at010_ps010_li8000,1,74848,feasible,16.64423076923077,1731,104,601.111
gvns_at010_ps020_li5000,1,74848,feasible,16.83,1683,100,601.169
gvns_at010_ps020_li2000,1,74848,feasible,16.634615384615383,1730,104,601.209
gvns_at010_ps010_li12000,1,74848,feasible,16.58695652173913,1526,92,601.661
gvns_at010_ps020_li12000,1,74848,feasible,16.58695652173913,1526,92,601.055
gvns_at010_ps020_li8000,1,74848,feasible,16.64423076923077,1731,104,601.285
gvns_at001_ps010_li2000,2,75526,feasible,16.73404255319149,1573,94,600.693
gvns_at001_ps010_li5000,2,75526,feasible,16.95145631067961,1746,103,601.066
gvns_at001_ps010_li8000,2,75526,feasible,16.861386138613863,1703,101,600.691
gvns_at001_ps010_li12000,2,75526,feasible,16.663366336633665,1683,101,600.786
gvns_at001_ps020_li2000,2,75526,feasible,16.73404255319149,1573,94,600.999
gvns_at001_ps020_li5000,2,75526,feasible,16.95145631067961,1746,103,601.029
gvns_at001_ps020_li8000,2,75526,feasible,16.861386138613863,1703,101,600.705
gvns_at005_ps010_li2000,2,75526,feasible,16.670454545454547,1467,88,600.846
gvns_at001_ps020_li12000,2,75526,feasible,16.663366336633665,1683,101,600.792
gvns_at005_ps010_li12000,2,75526,feasible,16.663366336633665,1683,101,601.066
gvns_at005_ps010_li8000,2,75526,feasible,16.861386138613863,1703,101,601.103
gvns_at005_ps010_li5000,2,75526,feasible,16.95145631067961,1746,103,601.189
gvns_at005_ps020_li2000,2,75526,feasible,16.670454545454547,1467,88,600.716
gvns_at005_ps020_li5000,2,75526,feasible,16.95145631067961,1746,103,600.777
gvns_at005_ps020_li8000,2,75526,feasible,16.861386138613863,1703,101,600.774
gvns_at005_ps020_li12000,2,75526,feasible,16.663366336633665,1683,101,600.76
gvns_at010_ps010_li5000,2,75526,feasible,16.95145631067961,1746,103,600.857
gvns_at010_ps010_li2000,2,75526,feasible,16.844155844155843,1297,77,601.147
gvns_at010_ps010_li8000,2,75526,feasible,16.861386138613863,1703,101,600.858
gvns_at010_ps010_li12000,2,75526,feasible,16.663366336633665,1683,101,600.868
gvns_at010_ps020_li2000,2,75526,feasible,16.844155844155843,1297,77,601.399
gvns_at010_ps020_li8000,2,75526,feasible,16.861386138613863,1703,101,600.941
gvns_at010_ps020_li5000,2,75526,feasible,16.95145631067961,1746,103,601.124
gvns_at010_ps020_li12000,2,75526,feasible,16.663366336633665,1683,101,601.157
