algo_id,run_id,seed,status,objective,items,aisles,exec_time
gvns_10000_0.1265_0.09_4,1,8526,feasible,631.5,1263,2,600.836
gvns_10000_0.1265_0.09_4,2,11071,feasible,631.5,1263,2,601.21
