algo_id,run_id,seed,status,objective,items,aisles,exec_time
gvns_10000_0.1265_0.09_4,2,26024,feasible,180.63636363636363,1987,11,600.574
gvns_10000_0.1265_0.09_4,1,67258,feasible,180.63636363636363,1987,11,600.746
